Author,Message_Count,Total_Characters,Average_Content_Length,Activity_Category
kasheyyysh,11,2652.0,37.36363636363637,Low
kass#0555,1,18.0,3.0,Very Low
kassha#0243,1,18.0,3.0,Very Low
kat'#4846,1,18.0,3.0,Very Low
katefunctionland,2,72.0,7.5,Very Low
kathashi,1,18.0,3.0,Very Low
kathokaa,1,18.0,3.0,Very Low
kathyqb,1,18.0,3.0,Very Low
katsunoshin#2705,1,18.0,3.0,Very Low
katzenburgler,1,18.0,3.0,Very Low
kaueth,2,333.0,32.5,Very Low
kaushalrathi24,1,18.0,3.0,Very Low
kavakoza#2011,1,18.0,3.0,Very Low
kaxline,1,18.0,3.0,Very Low
kaya8188,5,615.0,24.6,Very Low
kayali.dev,1,18.0,3.0,Very Low
kayato5513,2,36.0,3.0,Very Low
kayhanazadi,1,18.0,3.0,Very Low
kaylaone#9635,1,18.0,3.0,Very Low
kayserian03,1,128.0,23.0,Very Low
kayyano0720,1,18.0,3.0,Very Low
kazami9029.,2,4.0,1.0,Very Low
kazebeat,5,527.0,17.6,Very Low
kcullen,11,900.0,14.090909090909092,Low
kd_crypto,1,18.0,3.0,Very Low
kdbabe1,0,0.0,,
kdrizzle1,1,18.0,3.0,Very Low
ke0zz,2,28.0,3.5,Very Low
keanu.s,1,18.0,3.0,Very Low
kearins,6,439.0,13.166666666666666,Very Low
keatonk6787,4,213.0,10.0,Very Low
keccak255,1,18.0,3.0,Very Low
kefteme21,1,2.0,1.0,Very Low
kegif83022#8818,1,18.0,3.0,Very Low
keithers98,4,116.0,5.25,Very Low
kelcie#2107,1,18.0,3.0,Very Low
keledai#3904,1,18.0,3.0,Very Low
kelli122,3,56.0,4.0,Very Low
kelseinn,1,18.0,3.0,Very Low
kelvenhatake#9492,1,18.0,3.0,Very Low
kelvprez,3,158.0,9.0,Very Low
kem#5959,1,18.0,3.0,Very Low
kemaal#5648,1,18.0,3.0,Very Low
kemal.aragon#8767,1,18.0,3.0,Very Low
kemiru08,1,18.0,3.0,Very Low
kempa444#4497,1,18.0,3.0,Very Low
kemur.,7,715.0,19.428571428571427,Very Low
ken4181,1,18.0,3.0,Very Low
kenkaneki_0,1,18.0,3.0,Very Low
kenko998,1,18.0,3.0,Very Low
kenna#5956,1,18.0,3.0,Very Low
kenning_gonzales_west,2,36.0,3.0,Very Low
kenny25.,1,18.0,3.0,Very Low
kennyboss.crypto,51,3194.0,10.27450980392157,Low
kennyhihi,3,100.0,6.333333333333333,Very Low
kenvanich,1,18.0,3.0,Very Low
kenwabe,1,6.0,1.0,Very Low
kerrbearteamdyor,1,18.0,3.0,Very Low
kersitions,1,18.0,3.0,Very Low
kesarii_39789,3,382.0,21.666666666666668,Very Low
kesha2030,6,148.0,5.166666666666667,Very Low
kevgathuku,1,18.0,3.0,Very Low
kevin pezones#2595,1,18.0,3.0,Very Low
kevin5.eth,1,18.0,3.0,Very Low
kevinbivan,1,16.0,4.0,Very Low
kevindo90,1,18.0,3.0,Very Low
kevinescence.phunk,1,124.0,21.0,Very Low
kevinj29,1,18.0,3.0,Very Low
kevintaylor45,1,30.0,5.0,Very Low
kevinwalker7555929,1,172.0,30.0,Very Low
keyan atik#0185,1,18.0,3.0,Very Low
keyurgkulkarni,1,2.0,1.0,Very Low
kezza6484,1,18.0,3.0,Very Low
khadijaforever,1,18.0,3.0,Very Low
khai#6631,1,18.0,3.0,Very Low
khaleed99.,1,2.0,1.0,Very Low
khalizo,1,8.0,2.0,Very Low
khankluay,1,18.0,3.0,Very Low
khanpathan,13,828.0,12.307692307692308,Low
khaos0044,1,18.0,3.0,Very Low
khasan6754,1,6.0,1.0,Very Low
khattak love#3094,2,36.0,3.0,Very Low
khimallchains.xyz,1,18.0,3.0,Very Low
khornan.,1,18.0,3.0,Very Low
khuraym,166,10458.0,11.933734939759036,Moderate
khushi#3269,1,18.0,3.0,Very Low
kianjun.,1,18.0,3.0,Very Low
kieran8100,1,18.0,3.0,Very Low
kiilljoy#5166,1,18.0,3.0,Very Low
kikmilena#1449,1,18.0,3.0,Very Low
killer meme star#8785,1,18.0,3.0,Very Low
kim4u#4312,1,18.0,3.0,Very Low
kim4u#4760,1,18.0,3.0,Very Low
kimberly632,2,24.0,3.0,Very Low
kims#5929,1,18.0,3.0,Very Low
kimymt,1,18.0,3.0,Very Low
king9266,1,18.0,3.0,Very Low
kingTrokolo#7933,1,18.0,3.0,Very Low
kingfavour.eth,7,470.0,12.714285714285714,Very Low
kingheron.x,1,18.0,3.0,Very Low
kingsarenothing#6864,1,18.0,3.0,Very Low
kingscoldaf,2,35.0,5.0,Very Low
kingsleyrenec,7,309.0,9.142857142857142,Very Low
kingteest,3,176.0,11.666666666666666,Very Low
kinkykinin,1,18.0,3.0,Very Low
kinshukk,2,142.0,11.0,Very Low
kip_uwu,2,151.0,14.0,Very Low
kirat🎒#5313,1,18.0,3.0,Very Low
kirillk_1,1,2.0,1.0,Very Low
kirillkirillovic,1,2.0,1.0,Very Low
kirseev#9196,1,18.0,3.0,Very Low
kishoraditya,1,18.0,3.0,Very Low
kisses4him#7788,1,18.0,3.0,Very Low
kistinz#7257,1,18.0,3.0,Very Low
kitblake,111,5749.0,9.72072072072072,Moderate
kiz77,1,18.0,3.0,Very Low
kjnk#1189,1,18.0,3.0,Very Low
kkay.#0255,1,18.0,3.0,Very Low
kkevin9113,1,18.0,3.0,Very Low
kkkare#1527,1,18.0,3.0,Very Low
kkksamvraiii#5798,1,18.0,3.0,Very Low
klaffinatorout,1,18.0,3.0,Very Low
klakel#1409,1,93.0,16.0,Very Low
kleokl7,1,18.0,3.0,Very Low
kliker6753,3,266.0,16.666666666666668,Very Low
klingefjord,1,18.0,3.0,Very Low
klodi#5680,1,18.0,3.0,Very Low
klogamerstvt8,1,18.0,3.0,Very Low
kluge13,1,18.0,3.0,Very Low
kmeans7446,1,18.0,3.0,Very Low
kn4389,1,18.0,3.0,Very Low
knight4seal,1,18.0,3.0,Very Low
knive__,1,18.0,3.0,Very Low
knoal,5,495.0,15.8,Very Low
knothere.,48,3038.0,12.520833333333334,Low
knucklove#3554,1,18.0,3.0,Very Low
knusperhaus,1,18.0,3.0,Very Low
kobeee,1,18.0,3.0,Very Low
kobriy_,9,248.0,5.333333333333333,Very Low
koc199222#0776,1,18.0,3.0,Very Low
kochetkova00yp8,1,59.0,11.0,Very Low
kohana2122,1,18.0,3.0,Very Low
kohari,1,175.0,31.0,Very Low
koincept,2,117.0,10.0,Very Low
kokoz423,5,653.0,23.2,Very Low
kolshenhn,1,18.0,3.0,Very Low
komandooh,1,18.0,3.0,Very Low
kong_dev321,4,866.0,39.5,Very Low
konkar7x#1629,1,18.0,3.0,Very Low
konskun#2659,1,18.0,3.0,Very Low
konstantinbasic,1,4.0,1.0,Very Low
koray84,1,2.0,1.0,Very Low
koresh_tony,4,1051.0,47.0,Very Low
korizhave,40,726.0,3.925,Low
koro#4027,1,18.0,3.0,Very Low
kosheviydenys#0067,1,18.0,3.0,Very Low
kostas#2688,1,18.0,3.0,Very Low
kostasgk90,10,560.0,11.1,Very Low
kostolany.jr,1,73.0,13.0,Very Low
kouei_1984,1,18.0,3.0,Very Low
kover#8302,1,18.0,3.0,Very Low
kozec#3810,1,18.0,3.0,Very Low
kozec#9778,1,18.0,3.0,Very Low
kp5339,1,18.0,3.0,Very Low
kpandey1,2,376.0,35.5,Very Low
kract4516#4470,1,18.0,3.0,Very Low
krakensupport,2,280.0,25.0,Very Low
krakie.,1,18.0,3.0,Very Low
kralant,1,18.0,3.0,Very Low
kramsh,1,2.0,1.0,Very Low
kranbury#9731,1,18.0,3.0,Very Low
krava5637,8,328.0,8.625,Very Low
krazzy#2405,1,18.0,3.0,Very Low
kreigdk,1096,143748.0,22.197992700729927,Very High
kremalicious,97,29438.0,53.23711340206186,Low
kris513,1,18.0,3.0,Very Low
krishna_sw3,2,57.0,5.0,Very Low
krishnakanthsasi#2832,2,211.0,18.5,Very Low
krisograbek,1,18.0,3.0,Very Low
krisp65,1,18.0,3.0,Very Low
krisss0636,1,18.0,3.0,Very Low
kristen__#9377,1,18.0,3.0,Very Low
kristiburns,2,168.0,16.0,Very Low
kristo.lingga,1,5.0,1.0,Very Low
krowteaz,1,2.0,1.0,Very Low
krypto_rookie,1,18.0,3.0,Very Low
kryptokaz,1,111.0,26.0,Very Low
kryptonvestornft,2,134.0,12.5,Very Low
kryptoray,1,18.0,3.0,Very Low
ksanjay,1,18.0,3.0,Very Low
kslephantcloin,1,18.0,3.0,Very Low
ktoem,1,18.0,3.0,Very Low
ktran (BM4K)#3211,1,18.0,3.0,Very Low
kuerax,145,30027.0,34.144827586206894,Moderate
kukulkan6732,40,960.0,4.275,Low
kumishionp#2595,2,369.0,34.5,Very Low
kumra3901,1,18.0,3.0,Very Low
kurdsson,1,18.0,3.0,Very Low
kurianz1,2,87.0,8.0,Very Low
kurokoroku,1,18.0,3.0,Very Low
kuromimercer,1,18.0,3.0,Very Low
kurosiger#8661,1,18.0,3.0,Very Low
kush83,40,6451.0,30.95,Low
kutugu,1,115.0,22.0,Very Low
kwikiwi,1,18.0,3.0,Very Low
kwstas.,23,1065.0,8.434782608695652,Low
ky5861,1,2.0,1.0,Very Low
kycoinapple.com,3,9.0,1.0,Very Low
kyleArojas#8414,2,258.0,22.0,Very Low
kyle_macintosh,4,401.0,19.5,Very Low
kylearojas,2,287.0,26.0,Very Low
kylejensen,1,18.0,3.0,Very Low
kyndri.,1,18.0,3.0,Very Low
kyrkenet,2,1317.0,114.0,Very Low
kyssnake,1,18.0,3.0,Very Low
kyubey#4019,1,18.0,3.0,Very Low
kyuwon#2318,1,18.0,3.0,Very Low
kzai#3995,1,18.0,3.0,Very Low
l0goss,2,46.0,4.0,Very Low
l1_s,2,11.0,1.5,Very Low
l1ght_k,1,18.0,3.0,Very Low
l3ah#8785,1,18.0,3.0,Very Low
l4rryfisherman,1,18.0,3.0,Very Low
l84m#6677,1,18.0,3.0,Very Low
l_zava,9,467.0,10.0,Very Low
la patate de la pouya ouitan#1951,1,18.0,3.0,Very Low
la_petite_,1,18.0,3.0,Very Low
ladybug_nyc,2,229.0,20.5,Very Low
ladyconsuella,1,18.0,3.0,Very Low
lagunisx,1,18.0,3.0,Very Low
laguz777,1,3.0,1.0,Very Low
lain0030,1,18.0,3.0,Very Low
laisximenes#4574,1,18.0,3.0,Very Low
laiwrld#3009,1,18.0,3.0,Very Low
lakshmi0529,1,18.0,3.0,Very Low
lalalalalwheel,2,4.0,1.0,Very Low
lance4158,2,55.0,4.0,Very Low
lancenonce,1,18.0,3.0,Very Low
landar15,1,18.0,3.0,Very Low
landmile#6318,1,18.0,3.0,Very Low
langhn,1,18.0,3.0,Very Low
lanremania#4929,3,62.0,4.666666666666667,Very Low
lara.#1821,1,18.0,3.0,Very Low
larosti,1,18.0,3.0,Very Low
larryberry#1859,1,18.0,3.0,Very Low
lars5092,1,18.0,3.0,Very Low
larsianer,1,18.0,3.0,Very Low
lasoonya,2,3.0,1.0,Very Low
laster$.xit#8060,1,18.0,3.0,Very Low
laszl,4,554.0,25.0,Very Low
lats2810,1,18.0,3.0,Very Low
laurencalhoun,1,34.0,8.0,Very Low
laurenrohaan,1,75.0,16.0,Very Low
laurentony15#2825,8,414.0,11.0,Very Low
laurianodav,2,4.0,1.0,Very Low
lavita5454#5499,1,18.0,3.0,Very Low
lavji,2,36.0,3.5,Very Low
lavvender<3#1081,1,18.0,3.0,Very Low
lawana87997#8615,1,18.0,3.0,Very Low
lawlsc123,2,20.0,2.0,Very Low
lawrencetse.eth,3,103.0,6.666666666666667,Very Low
lawson4375,2,377.0,32.5,Very Low
lawyersgunsandmoney,1,18.0,3.0,Very Low
laye_wade,1,18.0,3.0,Very Low
lazylarrymaking,1,1.0,1.0,Very Low
lazypunk#2676,1,18.0,3.0,Very Low
lazyturtle6764,1,18.0,3.0,Very Low
lbrian,1,18.0,3.0,Very Low
lbzao,6,312.0,9.666666666666666,Very Low
leandrovm#9557,1,18.0,3.0,Very Low
learner2150,1,18.0,3.0,Very Low
lebrel,7,764.0,18.0,Very Low
lecau.#4465,1,18.0,3.0,Very Low
lechuckchuck,1,18.0,3.0,Very Low
lecoindumineur,1,18.0,3.0,Very Low
leecsc,1,26.0,5.0,Very Low
leem5044,1,18.0,3.0,Very Low
leequidated,1,58.0,13.0,Very Low
legend4831,1,18.0,3.0,Very Low
leii#7866,1,18.0,3.0,Very Low
lejleij,1,18.0,3.0,Very Low
lek007.,1,18.0,3.0,Very Low
lelino#0671,1,18.0,3.0,Very Low
lelouch_whd,19,730.0,6.947368421052632,Low
lemonadeee.e,2,102.0,9.0,Very Low
lemotionnhu,1,18.0,3.0,Very Low
lenakhle,1,31.0,6.0,Very Low
lenny_malcolm,2,704.0,67.0,Very Low
leo.ngmi,1,18.0,3.0,Very Low
leobar,2,52.0,5.0,Very Low
leoleo6670,1,18.0,3.0,Very Low
leoszn4820,1,18.0,3.0,Very Low
leoubbiali,2,426.0,39.0,Very Low
leoweze,1,18.0,3.0,Very Low
leoyoung,4,410.0,18.5,Very Low
lepolak83.,1,18.0,3.0,Very Low
lernaeanhidra,1,18.0,3.0,Very Low
let.it.be,4,199.0,9.25,Very Low
lethereum,1,18.0,3.0,Very Low
letstalk#2666,1,18.0,3.0,Very Low
letudiant,3,379.0,23.0,Very Low
levi4198,1,18.0,3.0,Very Low
levimempool,1,298.0,43.0,Very Low
levit8#8580,1,18.0,3.0,Very Low
lexicond,1,18.0,3.0,Very Low
lexicond#6041,1,18.0,3.0,Very Low
lexington.crypto,1,18.0,3.0,Very Low
lexodag561#9366,1,18.0,3.0,Very Low
leybae#6426,1,18.0,3.0,Very Low
leyo111,1,18.0,3.0,Very Low
lfvibin#7152,1,18.0,3.0,Very Low
lg#3097,1,18.0,3.0,Very Low
lgaats,1,18.0,3.0,Very Low
lhdnguy,5,249.0,8.4,Very Low
lhghg#1275,1,18.0,3.0,Very Low
li#3228,1,18.0,3.0,Very Low
li3erty,3,175.0,11.666666666666666,Very Low
liamonana,1,18.0,3.0,Very Low
lianoushane87o,1,18.0,3.0,Very Low
libertant,3,465.0,28.333333333333332,Very Low
lightbots,2,20.0,2.0,Very Low
lil_jesus_420,1,18.0,3.0,Very Low
lilbacalnu,1,18.0,3.0,Very Low
lillyona.eriona#6178,1,18.0,3.0,Very Low
liminho,1,18.0,3.0,Very Low
lin-z#3129,1,18.0,3.0,Very Low
linaly#0547,2,56.0,5.5,Very Low
lindenmann89,4,584.0,28.0,Very Low
lindritny21,1,18.0,3.0,Very Low
lindsywood#0012,1,18.0,3.0,Very Low
liorgog,2,163.0,14.5,Very Low
liquidsprit,1,18.0,3.0,Very Low
liquidsurfer,100,3008.0,6.11,Low
liro_onhots,1,18.0,3.0,Very Low
listenaddress,1,18.0,3.0,Very Low
listentoyuri,1,18.0,3.0,Very Low
litexplorer,2,88.0,8.0,Very Low
littlyS#4750,1,18.0,3.0,Very Low
liubanevich_r,1,18.0,3.0,Very Low
liviade,1,18.0,3.0,Very Low
lladira87#8930,1,18.0,3.0,Very Low
lllli0,1,18.0,3.0,Very Low
lnft.eth#0834,1,18.0,3.0,Very Low
lobsterroll33,3,141.0,7.666666666666667,Very Low
localhost42069,1,18.0,3.0,Very Low
locked31,3,126.0,7.333333333333333,Very Low
lockefi,1,18.0,3.0,Very Low
lodestar420,1,18.0,3.0,Very Low
loganlenz,1,18.0,3.0,Very Low
lognenko22#7700,1,18.0,3.0,Very Low
lokagyani#3458,4,442.0,19.5,Very Low
lokakakakakakak#0094,1,18.0,3.0,Very Low
loktionoff#7250,1,18.0,3.0,Very Low
lokumcu.,1,18.0,3.0,Very Low
lolitalohasota,15,1428.0,18.666666666666668,Low
lolucryt,1,6.0,1.0,Very Low
longoncarbon#4405,1,18.0,3.0,Very Low
lonicerax#0772,1,18.0,3.0,Very Low
lonis,1,18.0,3.0,Very Low
loolier,1,18.0,3.0,Very Low
lord_darkcat,1,18.0,3.0,Very Low
lordmesei,1,18.0,3.0,Very Low
lordmustang7,1,18.0,3.0,Very Low
lordof.uc.,2,8.0,1.0,Very Low
lordsbeck,1,18.0,3.0,Very Low
lordteabag,1,18.0,3.0,Very Low
lordvityaz,3,91.0,6.0,Very Low
lorenz1212,7,507.0,14.142857142857142,Very Low
louisktrckk22#2208,1,18.0,3.0,Very Low
loveamy#4918,1,18.0,3.0,Very Low
lovebydejavu,10,165.0,3.5,Very Low
lovelylocks.,1,18.0,3.0,Very Low
loversnode,3,83.0,5.666666666666667,Very Low
lowcodekrish,3,378.0,22.0,Very Low
lrt8723,260,40770.0,27.407692307692308,Moderate
lu1810,1,18.0,3.0,Very Low
lu_min,1,18.0,3.0,Very Low
lubomir16,14,555.0,7.071428571428571,Low
lucamilanese90,2,36.0,3.0,Very Low
lucanew,7,1175.0,30.571428571428573,Very Low
lucas estevez#4903,1,18.0,3.0,Very Low
lucas34#2449,1,18.0,3.0,Very Low
lucas_staky,2,172.0,15.5,Very Low
lucaskohorst,4,492.0,21.25,Very Low
lucca7844,1,18.0,3.0,Very Low
luccos.,55,5002.0,17.145454545454545,Low
lucentio.,1,18.0,3.0,Very Low
luci_moore#5594,1,18.0,3.0,Very Low
luck#7413,1,18.0,3.0,Very Low
luckydan1,1,5.0,1.0,Very Low
luckyu5891,1,18.0,3.0,Very Low
luhmonie#0120,1,18.0,3.0,Very Low
lui5733,1,60.0,11.0,Very Low
luis3142,1,18.0,3.0,Very Low
luizcdc,1,18.0,3.0,Very Low
luizoc2001,1,18.0,3.0,Very Low
lukakle,7,1276.0,33.285714285714285,Very Low
lukas13k,2,53.0,5.0,Very Low
lukas85#6738,778,45253.0,9.838046272493573,High
lukas85#9699,12,2529.0,36.25,Low
lukasmac.,1,18.0,3.0,Very Low
luki7578,1,18.0,3.0,Very Low
lukman1902,1,8.0,2.0,Very Low
lukso_arnold,1,172.0,27.0,Very Low
lunarczwarty,1,80.0,18.0,Very Low
lunaticmafia,2,204.0,19.0,Very Low
lunatico723,1,2.0,1.0,Very Low
luni1869,1,18.0,3.0,Very Low
lupusd3i,1,18.0,3.0,Very Low
luqman_ejaz,7,1319.0,34.42857142857143,Very Low
luv $CCL#5855,1,18.0,3.0,Very Low
luvario,1,18.0,3.0,Very Low
luwaa,2,48.0,4.5,Very Low
luxesito#0776,1,18.0,3.0,Very Low
lyafanru#0153,1,18.0,3.0,Very Low
lybomir72,27,295.0,2.4444444444444446,Low
lyledavids,1,18.0,3.0,Very Low
lylemillion,1,18.0,3.0,Very Low
lynn23770_73482,2,132.0,12.0,Very Low
lyrae24,1,18.0,3.0,Very Low
lyxannn,1,18.0,3.0,Very Low
l├⌐a#4464,1,18.0,3.0,Very Low
m.f2003,1,148.0,28.0,Very Low
m.hossein.heidari,8,1156.0,26.0,Very Low
m00ny89,1,18.0,3.0,Very Low
m1.#9300,1,18.0,3.0,Very Low
m1ch4u_,1,18.0,3.0,Very Low
m4rtha34#5222,1,18.0,3.0,Very Low
m4rtin#6685,1,18.0,3.0,Very Low
m4rtinkoenig#9963,1,18.0,3.0,Very Low
m4yk0l.bat,2,36.0,3.0,Very Low
m7u8,1,18.0,3.0,Very Low
ma112keq31#9005,1,18.0,3.0,Very Low
ma_t#2168,1,18.0,3.0,Very Low
maakadjeqx,1,18.0,3.0,Very Low
mac12x,1,18.0,3.0,Very Low
macabien,1,18.0,3.0,Very Low
macal09,2,192.0,18.5,Very Low
macanga,12,919.0,14.333333333333334,Low
macehualli,1,18.0,3.0,Very Low
macheena,13,2201.0,30.53846153846154,Low
machuche,3,296.0,14.666666666666666,Very Low
macker_79,2,334.0,26.0,Very Low
macrodrigues,16,2600.0,29.625,Low
madden_madness4#3316,1,18.0,3.0,Very Low
maddengd#1596,1,18.0,3.0,Very Low
madhavanmalolan,1,18.0,3.0,Very Low
madonnaprice#2302,1,18.0,3.0,Very Low
madorkestra,3,282.0,16.0,Very Low
madriyomari,1,18.0,3.0,Very Low
maebaster,2,36.0,3.0,Very Low
maerg,1,18.0,3.0,Very Low
maesa3577,4,116.0,3.75,Very Low
maestro.nft,1,18.0,3.0,Very Low
magiamagika,1,18.0,3.0,Very Low
magician8361,1,40.0,8.0,Very Low
magicmoneymover,9,224.0,4.222222222222222,Very Low
magma bee#2075,1,18.0,3.0,Very Low
magna85bv,1,18.0,3.0,Very Low
magomed0770,1,2.0,1.0,Very Low
mahdigh,7,165.0,4.857142857142857,Very Low
mahfudtbleb9n,1,18.0,3.0,Very Low
mahirmuksit,1,18.0,3.0,Very Low
mahn979#6719,1,18.0,3.0,Very Low
mai_pgs#3501,1,18.0,3.0,Very Low
mailion#8590,1,18.0,3.0,Very Low
maindanz,28,3053.0,18.357142857142858,Low
maiq#1035,2,520.0,45.5,Very Low
majakerx,1,18.0,3.0,Very Low
majerle13,1,451.0,80.0,Very Low
majorcrap,1,18.0,3.0,Very Low
majorisholdings,1,6.0,1.0,Very Low
maka_2457,1,18.0,3.0,Very Low
makie#2391,1,18.0,3.0,Very Low
makn.,2,74.0,7.0,Very Low
malacai33,1,18.0,3.0,Very Low
maladoy.,15,484.0,6.2,Low
malazdot,2,36.0,3.0,Very Low
malboyeez#3445,1,18.0,3.0,Very Low
malgamoe,4,311.0,14.5,Very Low
maloy1991maloy#4275,1,18.0,3.0,Very Low
malte3934,4,129.0,7.0,Very Low
maltietc,7,79.0,2.4285714285714284,Very Low
maluy31#4906,1,18.0,3.0,Very Low
mamankkracinkkrv,1,18.0,3.0,Very Low
mambala#0294,1,18.0,3.0,Very Low
mambaless,1,18.0,3.0,Very Low
mamora | ape.astr#5495,1,18.0,3.0,Very Low
manali9300,7,124.0,3.5714285714285716,Very Low
manav.b,2,4.0,1.0,Very Low
manavi#7472,1,18.0,3.0,Very Low
mancioshell#0144,3,31.0,2.3333333333333335,Very Low
mando9999,1,18.0,3.0,Very Low
mandy21suiswapokx,2,4.0,1.0,Very Low
maneraway,1,6.0,2.0,Very Low
mangoc,1,18.0,3.0,Very Low
manicalmatt,1,18.0,3.0,Very Low
maniforyou,1,18.0,3.0,Very Low
manofthemooon,14,166.0,2.5714285714285716,Low
manonthemoon3229,2,36.0,3.0,Very Low
mans<3#1561,1,18.0,3.0,Very Low
mansamikail,3,38.0,2.0,Very Low
mantas89,1,18.0,3.0,Very Low
mantiflash,2,28.0,3.5,Very Low
mantisclone,170,11245.0,11.6,Moderate
manu#6322,1,18.0,3.0,Very Low
manu7599,1,2.0,1.0,Very Low
manu_bn,1,18.0,3.0,Very Low
manuelmaccou,2,782.0,67.5,Very Low
mar1na,5,231.0,8.8,Very Low
marc#5523,1,18.0,3.0,Very Low
marc0olo,1,18.0,3.0,Very Low
marchalongkot,1,18.0,3.0,Very Low
marchous2222,1,18.0,3.0,Very Low
marcoloco6681,2,140.0,11.0,Very Low
marcusmatters,2,32.0,2.5,Very Low
marcvlad,8,777.0,17.0,Very Low
marcy <$#5003,1,18.0,3.0,Very Low
marcysia#1969,1,18.0,3.0,Very Low
mare#6324,2,455.0,38.0,Very Low
mareksonny,3,159.0,12.0,Very Low
margaret_ap,1,18.0,3.0,Very Low
margo#9805,1,18.0,3.0,Very Low
marhali,1,18.0,3.0,Very Low
mari_lasilva,1,18.0,3.0,Very Low
marianne888,1,18.0,3.0,Very Low
marie987#4070,1,18.0,3.0,Very Low
marienor,1,18.0,3.0,Very Low
mariojimnh9,1,18.0,3.0,Very Low
mariowarplayl9,1,18.0,3.0,Very Low
marissa#8819,1,18.0,3.0,Very Low
marissaposner,1,18.0,3.0,Very Low
mariusc8940,1,18.0,3.0,Very Low
marjoripomarole,1,18.0,3.0,Very Low
mark Tuler#6369,6,171.0,6.5,Very Low
mark james#5060,1,18.0,3.0,Very Low
mark_siebert,5,1347.0,44.0,Very Low
markastro02,1,18.0,3.0,Very Low
markcmn,1,18.0,3.0,Very Low
markel#5278,1,18.0,3.0,Very Low
markhanlon,6,1538.0,47.166666666666664,Very Low
markkyy <33#4813,1,18.0,3.0,Very Low
markmouawad,1,18.0,3.0,Very Low
marksimpkins,1,18.0,3.0,Very Low
markus1230349,2,72.0,7.0,Very Low
marshmalon,2,20.0,2.0,Very Low
marspunks.eth#8399,1,18.0,3.0,Very Low
marsvikings,2,24.0,2.5,Very Low
marta5096,2,207.0,22.0,Very Low
marti240494,1,18.0,3.0,Very Low
martin18252,2,36.0,3.0,Very Low
martinbedouret,1,18.0,3.0,Very Low
martinbrown60#4100,1,18.0,3.0,Very Low
martinfrome17,1,18.0,3.0,Very Low
martinharrigan,1,18.0,3.0,Very Low
martinoyo#2482,2,20.0,2.0,Very Low
martinriomax,1,18.0,3.0,Very Low
martydbro,4,463.0,20.25,Very Low
marvolo_,1,2.0,1.0,Very Low
marymitchell7472034,1,146.0,19.0,Very Low
masa08382,1,18.0,3.0,Very Low
mash2324,2,207.0,18.0,Very Low
mashic#8622,1,18.0,3.0,Very Low
masonp,1,18.0,3.0,Very Low
mass5108,3,16.0,1.6666666666666667,Very Low
masterimdb-Anne#8065,1,18.0,3.0,Very Low
masterprollc38,1,18.0,3.0,Very Low
masteryoda0756,3,122.0,9.0,Very Low
matdrakonov4847,1,18.0,3.0,Very Low
mati_bitcoina,8,16.0,1.0,Very Low
matin6517,1,18.0,3.0,Very Low
matlock90#9735,1,18.0,3.0,Very Low
matsbrodennordicpowerhouse,4,1423.0,63.25,Very Low
matsca,2,220.0,19.0,Very Low
matsur_d,1,18.0,3.0,Very Low
matteoettam09,1,18.0,3.0,Very Low
matteopallotta,1,18.0,3.0,Very Low
matteybo,1,11.0,3.0,Very Low
matthewbradysmith,2,584.0,55.0,Very Low
matthewphvn,1,18.0,3.0,Very Low
matthiasroder,3,480.0,28.0,Very Low
mattishere#3406,1,18.0,3.0,Very Low
mattylynch#9867,1,18.0,3.0,Very Low
maulbeere,1,18.0,3.0,Very Low
maurex_moon,1,18.0,3.0,Very Low
mausterio4s,1,18.0,3.0,Very Low
mavericksierra,3,413.0,26.333333333333332,Very Low
mavon33368#4563,1,18.0,3.0,Very Low
max121sa#3483,1,18.0,3.0,Very Low
max7778730,1,18.0,3.0,Very Low
maxalakh,2,12.0,2.0,Very Low
maxlinogod,1,6.0,1.0,Very Low
maxou1817,1,18.0,3.0,Very Low
maxwealth,1,18.0,3.0,Very Low
mayafo2367#2711,1,18.0,3.0,Very Low
mayan_0,1,18.0,3.0,Very Low
mayday4023,1,36.0,7.0,Very Low
mazo__,1,18.0,3.0,Very Low
mazshii#3099,1,18.0,3.0,Very Low
mazygio,1,18.0,3.0,Very Low
mb1292,1,18.0,3.0,Very Low
mb2177,1,18.0,3.0,Very Low
mb4y4,1,18.0,3.0,Very Low
mbarakalj,1,18.0,3.0,Very Low
mc ducky#9795,1,18.0,3.0,Very Low
mc22#8238,1,18.0,3.0,Very Low
mc_thx,70,4311.0,10.957142857142857,Low
mc_ust,1,18.0,3.0,Very Low
mcallisternerd,6,246.0,7.166666666666667,Very Low
mchang_,1,18.0,3.0,Very Low
mckethanor,1,18.0,3.0,Very Low
mcummings,1,18.0,3.0,Very Low
mdbrad,1,18.0,3.0,Very Low
mdees22,3,207.0,14.333333333333334,Very Low
mdfk#8500,1,18.0,3.0,Very Low
me0w#1086,1,18.0,3.0,Very Low
meI#9928,1,18.0,3.0,Very Low
meap#1604,1,18.0,3.0,Very Low
meazzyz8,1,18.0,3.0,Very Low
mechanism1636,1,18.0,3.0,Very Low
med_amiine#4315,2,66.0,6.5,Very Low
medhansh5704,1,18.0,3.0,Very Low
medictm,4,85.0,4.25,Very Low
meep#3009,1,18.0,3.0,Very Low
megfancy#1359,2,15.0,2.0,Very Low
mehmeterkcn,1,18.0,3.0,Very Low
meije,2,87.0,7.5,Very Low
meiji163,2,162.0,13.5,Very Low
